DF,Date,City,State,Division,Latitude,Longitude,Fatalities,Injured,Shooter Age,Shooter Age Category,Prior Mental Illness,Day of Week,Season,Male,Race/Ethnicity,AutoWeapon,School
GVData,2017-04-16,Elizabeth City,NC,South Atlantic,36.29426444708102,-76.22165317471216,0,4,,,nan,Sunday,Spring,,,,
GVData,2017-07-04,Raleigh,NC,South Atlantic,35.772170042157555,-78.63821087659011,1,3,,,nan,Tuesday,Summer,,,,
GVData,2017-07-26,High Point,NC,South Atlantic,35.953263019189826,-79.9808290414423,1,6,,,nan,Wednesday,Summer,,,,
GVData,2017-07-29,Salisbury,NC,South Atlantic,35.66692537543248,-80.47162580415754,2,3,,,nan,Saturday,Summer,,,,
GVData,2017-08-21,Whitakers,NC,South Atlantic,36.16878702768575,-77.82850803793069,4,0,,,nan,Monday,Summer,,,,
GVData,2017-11-11,Fayetteville,NC,South Atlantic,35.07364598339127,-78.92777802372711,1,5,,,nan,Saturday,Fall,,,,
GVData,2018-03-09,Wadesboro,NC,South Atlantic,34.963073388727004,-80.05345551486533,3,1,,,nan,Friday,Spring,,,,
GVData,2018-04-08,Hickory,NC,South Atlantic,35.733043013947565,-81.34134503143902,1,3,,,nan,Sunday,Spring,,,,
GVData,2018-04-18,Asheville,NC,South Atlantic,35.59161550980792,-82.58383669146988,4,3,,,nan,Wednesday,Spring,,,,
GVData,2018-04-28,Maxton,NC,South Atlantic,34.814271996479604,-79.30800363682506,0,5,,,nan,Saturday,Spring,,,,
GVData,2018-04-29,Monroe,NC,South Atlantic,34.9890455521087,-80.53424368762882,1,3,,,nan,Sunday,Spring,,,,
GVData,2018-05-04,Henderson,NC,South Atlantic,36.31679500281661,-78.39746297262491,0,4,,,nan,Friday,Spring,,,,
GVData,2018-06-09,Kannapolis,NC,South Atlantic,35.470552987172525,-80.60977201937222,0,4,,,nan,Saturday,Summer,,,,
GVData,2018-06-17,Charlotte,NC,South Atlantic,35.24002600705252,-80.91889996124381,0,4,,,nan,Sunday,Summer,,,,
GVData,2018-06-24,Sanford,NC,South Atlantic,35.48064178527922,-79.1790562581637,1,6,,,nan,Sunday,Summer,,,,
GVData,2018-11-12,Dunn,NC,South Atlantic,35.30674201683455,-78.52161496808826,3,1,,,nan,Monday,Fall,,,,
GVData,2019-04-07,Winston Salem (Winston-salem),NC,South Atlantic,36.10022900444466,-80.2470920142937,0,7,,,nan,Sunday,Spring,,,,
GVData,2019-04-30,Charlotte,NC,South Atlantic,35.11148069058247,-80.88271111187309,2,4,,,nan,Tuesday,Spring,,,,
GVData,2019-05-18,Winston Salem (Winston-salem),NC,South Atlantic,36.15015300277162,-80.2511520405538,2,4,,,nan,Saturday,Spring,,,,
GVData,2019-06-12,Charlotte,NC,South Atlantic,35.232508557952364,-80.84443467535931,1,3,,,nan,Wednesday,Summer,,,,
GVData,2019-08-31,Charlotte,NC,South Atlantic,35.313187993743085,-80.71841497939006,1,3,,,nan,Saturday,Summer,,,,
GVData,2019-09-01,Rocky Mount,NC,South Atlantic,35.96655998656831,-77.82572396929642,0,4,,,nan,Sunday,Fall,,,,
GVData,2019-09-02,Greensboro,NC,South Atlantic,36.07500604923838,-79.8892790859781,2,2,,,nan,Monday,Fall,,,,
GVData,2019-09-07,Whiteville,NC,South Atlantic,34.24823715959692,-78.68500771656319,3,1,,,nan,Saturday,Fall,,,,
GVData,2019-10-03,Roxboro,NC,South Atlantic,36.38325498736614,-78.9847769769769,1,3,,,nan,Thursday,Fall,,,,
GVData,2019-11-08,Raleigh,NC,South Atlantic,35.7659509944571,-78.63245096925294,1,3,,,nan,Friday,Fall,,,,
GVData,2019-12-24,High Point,NC,South Atlantic,35.97918489013324,-79.98012644959606,0,6,,,nan,Tuesday,Winter,,,,
GVData,2020-01-24,Vanceboro,NC,South Atlantic,35.23358698712363,-77.11067596315904,5,0,,,nan,Friday,Winter,,,,
GVData,2020-01-26,Salisbury,NC,South Atlantic,35.692050017273075,-80.51510999003197,0,6,,,nan,Sunday,Winter,,,,
GVData,2020-02-20,Greensboro,NC,South Atlantic,36.05622003136958,-79.78454993096392,0,4,,,nan,Thursday,Winter,,,,
GVData,2020-02-23,Clarkton,NC,South Atlantic,34.49852904518932,-78.68100695406017,3,1,,,nan,Sunday,Winter,,,,
GVData,2020-03-15,Moncure,NC,South Atlantic,35.58784200604438,-79.01536396658763,7,0,,,nan,Sunday,Spring,,,,
GVData,2020-04-17,Greensboro,NC,South Atlantic,36.04458659334804,-79.8692419251268,1,3,,,nan,Friday,Spring,,,,
GVData,2020-04-26,Salisbury,NC,South Atlantic,35.66417110032618,-80.45346435319502,1,4,,,nan,Sunday,Spring,,,,
GVData,2020-05-23,Charlotte,NC,South Atlantic,35.200643593622274,-80.7634580265189,0,6,,,nan,Saturday,Spring,,,,
GVData,2020-05-30,Gastonia,NC,South Atlantic,35.230149098699044,-81.20847938485518,1,5,,,nan,Saturday,Spring,,,,
GVData,2020-06-09,Scotland Neck,NC,South Atlantic,36.13170003338331,-77.41811989686364,0,5,,,nan,Tuesday,Summer,,,,
GVData,2020-06-20,Pinetops,NC,South Atlantic,35.78693326042177,-77.62976664614355,2,2,,,nan,Saturday,Summer,,,,
GVData,2020-06-22,Charlotte,NC,South Atlantic,35.26055217034109,-80.85509721033787,4,5,,,nan,Monday,Summer,,,,
GVData,2020-07-14,Durham,NC,South Atlantic,35.984373104883765,-78.86891234675235,0,8,,,nan,Tuesday,Summer,,,,
GVData,2020-07-25,Raleigh,NC,South Atlantic,35.7659509944571,-78.63245096925294,0,4,,,nan,Saturday,Summer,,,,
GVData,2020-09-12,Wilson,NC,South Atlantic,35.719595613795775,-77.92819036654619,0,5,,,nan,Saturday,Fall,,,,
GVData,2020-09-30,Greensboro,NC,South Atlantic,36.06631119386695,-79.82563555586809,0,4,,,nan,Wednesday,Fall,,,,
GVData,2020-10-25,Raleigh,NC,South Atlantic,35.800692013372064,-78.57833798908551,1,3,,,nan,Sunday,Fall,,,,
GVData,2020-11-01,Winston Salem (Winston-salem),NC,South Atlantic,36.06471393974324,-80.14997436631306,1,3,,,nan,Sunday,Fall,,,,
GVData,2020-11-12,Gastonia,NC,South Atlantic,35.24716298805883,-81.17450098561798,0,6,,,nan,Thursday,Fall,,,,
GVData,2020-12-05,Autryville,NC,South Atlantic,34.92026101095614,-78.62963096174859,0,6,,,nan,Saturday,Winter,,,,
GVData,2021-02-04,High Point,NC,South Atlantic,35.930720016328024,-80.0430550333313,2,3,,,nan,Thursday,Winter,,,,
GVData,2021-02-13,Cary,NC,South Atlantic,35.79014799827252,-78.76292803267155,1,3,,,nan,Saturday,Winter,,,,
GVData,2021-02-21,Teachey,NC,South Atlantic,34.81222003922436,-77.96412989402383,0,4,,,nan,Sunday,Winter,,,,
GVData,2021-03-06,Fayetteville,NC,South Atlantic,35.07784794362884,-79.00535875831932,1,4,,,nan,Saturday,Spring,,,,
GVData,2021-03-12,Greensboro,NC,South Atlantic,36.074968676970364,-79.76492385970984,1,3,,,nan,Friday,Spring,,,,
GVData,2021-04-03,Wilmington,NC,South Atlantic,34.219591900697466,-77.93794793436669,3,4,,,nan,Saturday,Spring,,,,
GVData,2021-04-28,Boone,NC,South Atlantic,36.212406990217225,-81.60427703596851,5,0,,,nan,Wednesday,Spring,,,,
VPData,2007-12-05,Omaha,NE,West North Central,41.26464860705243,-96.05637477445671,9,5,19.0,College Age,Yes,Wednesday,Winter,Male,White,1.0,0.0
STData,2015-01-24,Omaha,NE,West North Central,41.265921999999996,-96.05381421,3,5,999.0,Multiple Shooters,No,Saturday,Winter,Male,Black,,0.0
GVData,2015-05-28,Omaha,NE,West North Central,41.20533002130935,-96.04293992558632,0,4,,,nan,Thursday,Spring,,,,
STData,2015-12-06,Omaha,NE,West North Central,41.3138,-96.0814,2,3,23.0,20s,Unknown,Sunday,Winter,Male,Black,,0.0
GVData,2018-05-09,Omaha,NE,West North Central,41.29692004122629,-95.98551994934004,0,4,,,nan,Wednesday,Spring,,,,
GVData,2018-05-12,Omaha,NE,West North Central,41.27536098997825,-95.95989496259014,0,6,,,nan,Saturday,Spring,,,,
GVData,2018-06-02,Omaha,NE,West North Central,41.25752002525027,-95.9305598940377,1,6,,,nan,Saturday,Summer,,,,
GVData,2019-05-18,Omaha,NE,West North Central,41.19744902066768,-95.95604297516684,0,4,,,nan,Saturday,Spring,,,,
GVData,2020-07-19,Omaha,NE,West North Central,41.20128005333305,-95.95455988121896,0,8,,,nan,Sunday,Summer,,,,
GVData,2020-11-21,Bellevue,NE,West North Central,41.157960994708326,-95.9341579936138,2,2,,,nan,Saturday,Fall,,,,
VPData,1997-08-19,Colebrook,NH,New England,44.966168536582394,-71.51471442316901,4,4,62.0,Older than 60,Yes,Tuesday,Summer,Male,White,1.0,0.0
VPData,1972-06-21,Cherry Hill,NJ,Middle Atlantic,39.927991009283794,-74.99434096505603,6,6,33.0,30s,No,Wednesday,Summer,Male,White,0.0,0.0
VPData,1977-08-26,Hackettstown ,NJ,Middle Atlantic,40.84017500786118,-74.82552599852231,6,0,20.0,College Age,Yes,Friday,Summer,Male,White,0.0,0.0
VPData,1991-10-10,Ridgewood,NJ,Middle Atlantic,40.9793570140486,-74.11661083269098,4,0,35.0,30s,Yes,Thursday,Fall,Male,Black,1.0,0.0
STData,1995-03-21,Montclair,NJ,Middle Atlantic,40.82618400000001,-74.20862,4,1,29.0,20s,No,Tuesday,Spring,Male,White,1.0,0.0
GVData,2014-01-21,Newark,NJ,Middle Atlantic,40.73286785591646,-74.19738671845779,2,3,,,nan,Tuesday,Winter,,,,
GVData,2014-06-09,Paterson,NJ,Middle Atlantic,40.92067002827332,-74.15906989674971,0,6,,,nan,Monday,Summer,,,,
GVData,2014-07-21,Irvington,NJ,Middle Atlantic,40.71715764700954,-74.22885290128289,0,6,,,nan,Monday,Summer,,,,
GVData,2014-08-16,Plainfield,NJ,Middle Atlantic,40.60419002575996,-74.43818995470096,1,3,,,nan,Saturday,Summer,,,,
GVData,2014-11-29,Newark,NJ,Middle Atlantic,40.7501630069456,-74.18389600430797,1,3,,,nan,Saturday,Fall,,,,
GVData,2014-12-16,Elizabeth,NJ,Middle Atlantic,40.66871241781023,-74.2041144525408,0,4,,,nan,Tuesday,Winter,,,,
GVData,2015-03-18,Newark,NJ,Middle Atlantic,40.71484544854482,-74.21288535066319,1,3,,,nan,Wednesday,Spring,,,,
GVData,2015-04-18,Paterson,NJ,Middle Atlantic,40.92067002827332,-74.15906989674971,1,3,,,nan,Saturday,Spring,,,,
GVData,2015-05-10,Jersey City,NJ,Middle Atlantic,40.70781804146411,-74.08133655478359,0,4,,,nan,Sunday,Spring,,,,
STData,2015-05-10,Newark,NJ,Middle Atlantic,40.73169648,-74.18417699,1,3,999.0,Multiple Shooters,Unknown,Sunday,Spring,Male,Black,,0.0
GVData,2015-06-14,Camden,NJ,Middle Atlantic,39.9503347099511,-75.0862937946488,1,3,,,nan,Sunday,Summer,,,,
GVData,2015-07-05,East Orange,NJ,Middle Atlantic,40.75705634590675,-74.22115390921017,1,3,,,nan,Sunday,Summer,,,,
GVData,2015-07-12,Jersey City,NJ,Middle Atlantic,40.73199003503285,-74.0706899362014,0,4,,,nan,Sunday,Summer,,,,
GVData,2015-09-15,Newark,NJ,Middle Atlantic,40.732140029190155,-74.18925991942606,0,4,,,nan,Tuesday,Fall,,,,
GVData,2016-03-11,Trenton,NJ,Middle Atlantic,40.238929512846326,-74.77789276270397,0,5,,,nan,Friday,Spring,,,,
STData,2016-03-11,Trenton,NJ,Middle Atlantic,40.217053,-74.742938,0,5,999.0,Multiple Shooters,Unknown,Friday,Spring,,Other,0.0,0.0
GVData,2016-05-23,Newark,NJ,Middle Atlantic,40.74145898723111,-74.2209539908082,0,5,,,nan,Monday,Spring,,,,
GVData,2016-05-29,Trenton,NJ,Middle Atlantic,40.249395321463496,-74.80695394633281,0,6,,,nan,Sunday,Spring,,,,
GVData,2016-06-21,Willingboro,NJ,Middle Atlantic,40.03104744074509,-74.89240405413136,0,4,,,nan,Tuesday,Summer,,,,
GVData,2016-08-25,Bridgeton,NJ,Middle Atlantic,39.43190687917836,-75.22907666419438,0,5,,,nan,Thursday,Summer,,,,
GVData,2016-08-29,Egg Harbor City,NJ,Middle Atlantic,39.5080289940853,-74.61687796498505,1,5,,,nan,Monday,Summer,,,,
GVData,2016-09-11,Jersey City,NJ,Middle Atlantic,40.73281158794422,-74.07030005037814,1,3,,,nan,Sunday,Fall,,,,
GVData,2016-11-03,Orange,NJ,Middle Atlantic,40.77859299759313,-74.22704604185516,2,2,,,nan,Thursday,Fall,,,,
GVData,2016-11-03,Orange,NJ,Middle Atlantic,40.77859299759313,-74.22704604185516,2,2,,,nan,Thursday,Fall,,,,
GVData,2016-12-02,Bloomfield,NJ,Middle Atlantic,40.76995746149189,-74.18877031862377,0,6,,,nan,Friday,Winter,,,,
GVData,2017-01-11,Newark,NJ,Middle Atlantic,40.727880052629814,-74.13884989644347,1,3,,,nan,Wednesday,Winter,,,,
GVData,2017-04-27,Newark,NJ,Middle Atlantic,40.74552001534378,-74.23680175912013,1,3,,,nan,Thursday,Spring,,,,
GVData,2017-05-10,Trenton,NJ,Middle Atlantic,40.20896165893907,-74.75911768579924,1,3,,,nan,Wednesday,Spring,,,,
GVData,2017-05-28,Paterson,NJ,Middle Atlantic,40.91968100560814,-74.1729990272657,1,5,,,nan,Sunday,Spring,,,,
GVData,2017-06-24,Willingboro,NJ,Middle Atlantic,40.032897892388895,-74.89716342218965,0,4,,,nan,Saturday,Summer,,,,
GVData,2017-07-01,Newark,NJ,Middle Atlantic,40.72589002117789,-74.17961989258399,2,2,,,nan,Saturday,Summer,,,,
GVData,2017-07-02,Jersey City,NJ,Middle Atlantic,40.70607476364191,-74.08007450448211,0,4,,,nan,Sunday,Summer,,,,
GVData,2017-07-18,Trenton,NJ,Middle Atlantic,40.208130055204094,-74.74370990635069,1,3,,,nan,Tuesday,Summer,,,,
GVData,2017-08-05,Lakewood,NJ,Middle Atlantic,40.105012988708076,-74.18713269406717,0,4,,,nan,Saturday,Summer,,,,
GVData,2017-08-21,Newark,NJ,Middle Atlantic,40.71156116209313,-74.2257788194299,0,4,,,nan,Monday,Summer,,,,
GVData,2017-08-21,Newark,NJ,Middle Atlantic,40.730569683297695,-74.21312075201858,1,3,,,nan,Monday,Summer,,,,
GVData,2017-09-24,Mays Landing,NJ,Middle Atlantic,39.45302983375164,-74.76495513085536,1,3,,,nan,Sunday,Fall,,,,
GVData,2017-12-31,Long Branch,NJ,Middle Atlantic,40.29249801779747,-74.00315099116561,4,0,,,nan,Sunday,Winter,,,,
GVData,2018-03-29,Camden,NJ,Middle Atlantic,39.93209005330321,-75.10273992787243,0,4,,,nan,Thursday,Spring,,,,
GVData,2018-03-31,Asbury Park,NJ,Middle Atlantic,40.216430025276,-74.01871995721883,0,5,,,nan,Saturday,Spring,,,,
GVData,2018-05-12,Paulsboro,NJ,Middle Atlantic,39.829812981109065,-75.24696096556585,0,4,,,nan,Saturday,Spring,,,,
GVData,2018-06-17,Trenton,NJ,Middle Atlantic,40.21032200670351,-74.75421201193436,1,19,,,nan,Sunday,Summer,,,,
GVData,2018-06-30,Jersey City,NJ,Middle Atlantic,40.71804003357795,-74.07937987431855,0,5,,,nan,Saturday,Summer,,,,
GVData,2018-07-20,Elizabeth,NJ,Middle Atlantic,40.67124298804964,-74.21899597822642,0,4,,,nan,Friday,Summer,,,,
GVData,2018-08-08,Paterson,NJ,Middle Atlantic,40.926270061603866,-74.16051988218004,0,4,,,nan,Wednesday,Summer,,,,
GVData,2018-09-02,Paterson,NJ,Middle Atlantic,40.92174198987044,-74.16369897041642,2,2,,,nan,Sunday,Fall,,,,
GVData,2018-09-02,Trenton,NJ,Middle Atlantic,40.235270029043456,-74.78203993047683,0,4,,,nan,Sunday,Fall,,,,
GVData,2018-10-26,Jersey City,NJ,Middle Atlantic,40.71907398324416,-74.07384002305281,1,3,,,nan,Friday,Fall,,,,
GVData,2019-01-26,Newark,NJ,Middle Atlantic,40.723120011725996,-74.19923002561521,1,3,,,nan,Saturday,Winter,,,,
GVData,2019-03-11,Paterson,NJ,Middle Atlantic,40.9205290027524,-74.15206203896183,0,4,,,nan,Monday,Spring,,,,
GVData,2019-03-16,Camden,NJ,Middle Atlantic,39.92175399322144,-75.11722402419765,1,3,,,nan,Saturday,Spring,,,,
GVData,2019-05-05,North Bergen,NJ,Middle Atlantic,40.784519992269416,-74.03453841407627,1,4,,,nan,Sunday,Spring,,,,
GVData,2019-05-25,Trenton,NJ,Middle Atlantic,40.22823601971764,-74.76139002235671,0,9,,,nan,Saturday,Spring,,,,
GVData,2019-05-27,Trenton,NJ,Middle Atlantic,40.22132968567429,-74.74773581450805,1,5,,,nan,Monday,Spring,,,,
GVData,2019-06-18,Newark,NJ,Middle Atlantic,40.7264095144235,-74.18333650229738,1,4,,,nan,Tuesday,Summer,,,,
GVData,2019-06-28,Paterson,NJ,Middle Atlantic,40.92545429550725,-74.1712080423567,0,4,,,nan,Friday,Summer,,,,
GVData,2019-06-28,Jersey City,NJ,Middle Atlantic,40.702727008938176,-74.08735701538966,0,4,,,nan,Friday,Summer,,,,
GVData,2019-11-18,Newark,NJ,Middle Atlantic,40.745525006552015,-74.19637397592719,1,4,,,nan,Monday,Fall,,,,
VPData,2019-12-10,Jersey City,NJ,Middle Atlantic,40.707135009908654,-74.0836910223978,6,3,47.0,40s,No,Tuesday,Winter,Male,Black,,0.0
GVData,2020-05-30,Paterson,NJ,Middle Atlantic,40.924100028781254,-74.15007988649892,0,4,,,nan,Saturday,Spring,,,,
GVData,2020-06-20,Jersey City,NJ,Middle Atlantic,40.713130040426336,-74.07404990590831,1,4,,,nan,Saturday,Summer,,,,
GVData,2020-07-02,Paterson,NJ,Middle Atlantic,40.925120022578675,-74.17088988896967,1,4,,,nan,Thursday,Summer,,,,
GVData,2020-07-07,Paterson,NJ,Middle Atlantic,40.92284006109594,-74.16156988319081,4,3,,,nan,Tuesday,Summer,,,,
GVData,2020-08-02,Newark,NJ,Middle Atlantic,40.756787585109855,-74.18808790800118,0,5,,,nan,Sunday,Summer,,,,
GVData,2020-08-12,Newark,NJ,Middle Atlantic,40.767691922275354,-74.18874978085786,1,4,,,nan,Wednesday,Summer,,,,
GVData,2020-09-13,New Brunswick,NJ,Middle Atlantic,40.498868981608574,-74.45609403515985,2,7,,,nan,Sunday,Fall,,,,
GVData,2020-09-19,Plainfield,NJ,Middle Atlantic,40.61230972407286,-74.42751924568908,0,4,,,nan,Saturday,Fall,,,,
GVData,2020-09-19,Paterson,NJ,Middle Atlantic,40.900190021330594,-74.16162989761756,0,5,,,nan,Saturday,Fall,,,,
GVData,2020-10-28,Newark,NJ,Middle Atlantic,40.73441399761217,-74.19929900867831,1,3,,,nan,Wednesday,Fall,,,,
GVData,2020-11-01,Atlantic City,NJ,Middle Atlantic,39.35684598952386,-74.4464430280246,1,4,,,nan,Sunday,Fall,,,,
GVData,2020-11-22,Trenton,NJ,Middle Atlantic,40.234860028249614,-74.78130995052928,0,4,,,nan,Sunday,Fall,,,,
GVData,2021-05-06,Paterson,NJ,Middle Atlantic,40.9153202876654,-74.16471181696603,0,6,,,nan,Thursday,Spring,,,,
STData,2013-01-19,Albuquerque,NM,Mountain,35.15290522,-106.7791378,5,0,15.0,High School,Yes,Saturday,Winter,Male,Other,1.0,0.0
STData,2014-08-08,Albuquerque,NM,Mountain,35.15290522,-106.7791378,2,3,46.0,40s,No,Friday,Summer,Male,Other,1.0,0.0
STData,2015-03-19,Little Water,NM,Mountain,36.44329000000001,-108.723281,2,2,24.0,20s,Unknown,Thursday,Spring,Male,Other,,0.0
GVData,2015-03-22,Albuquerque,NM,Mountain,35.08693201238613,-106.53846596672129,1,6,,,nan,Sunday,Spring,,,,
GVData,2015-08-22,Roswell,NM,Mountain,33.38151101646084,-104.518187998104,3,1,,,nan,Saturday,Summer,,,,
STData,2016-04-01,Albuquerque,NM,Mountain,35.085334,-106.605553,3,1,58.0,50s,Unknown,Friday,Spring,Male,Asian,,0.0
STData,2016-04-09,Albuquerque,NM,Mountain,35.085334,-106.605553,0,4,19.0,College Age,Unknown,Saturday,Spring,Male,White,0.0,0.0
GVData,2016-06-11,Roswell,NM,Mountain,33.42043033136845,-104.51824874209677,5,0,,,nan,Saturday,Summer,,,,
GVData,2016-08-08,Albuquerque,NM,Mountain,35.07992599861693,-106.54960300147049,2,2,,,nan,Monday,Summer,,,,
GVData,2016-12-05,Albuquerque,NM,Mountain,35.048161980252786,-106.49099204060202,4,1,,,nan,Monday,Winter,,,,
GVData,2017-06-15,La Madera,NM,Mountain,36.384030020043284,-106.04113999104179,5,0,,,nan,Thursday,Summer,,,,
GVData,2017-08-28,Clovis,NM,Mountain,34.40524201113975,-103.20457697063898,2,4,,,nan,Monday,Summer,,,,
GVData,2018-10-04,Espanola (Española),NM,Mountain,36.019320001834686,-106.06365998557942,1,3,,,nan,Thursday,Fall,,,,
GVData,2018-11-13,Gallup,NM,Mountain,35.58085003196301,-108.91894993787581,4,1,,,nan,Tuesday,Fall,,,,
GVData,2019-01-06,Roswell,NM,Mountain,33.40857765929773,-104.54005093019478,0,4,,,nan,Sunday,Winter,,,,
GVData,2019-07-07,Albuquerque,NM,Mountain,35.083578999658855,-106.64991996560707,0,4,,,nan,Sunday,Summer,,,,
GVData,2019-08-25,Hobbs,NM,Mountain,32.70352992754482,-103.11580638892521,3,4,,,nan,Sunday,Summer,,,,
GVData,2019-09-12,Albuquerque,NM,Mountain,35.10611299197474,-106.7258730003265,1,4,,,nan,Thursday,Fall,,,,
GVData,2019-09-12,Albuquerque,NM,Mountain,35.06401899040864,-106.68420597290816,4,2,,,nan,Thursday,Fall,,,,
GVData,2020-03-07,Albuquerque,NM,Mountain,35.05090523404327,-106.71460719537315,0,4,,,nan,Saturday,Spring,,,,
GVData,2020-03-14,Albuquerque,NM,Mountain,35.077795799990504,-106.64440216960143,1,3,,,nan,Saturday,Spring,,,,
GVData,2020-05-14,Albuquerque,NM,Mountain,35.06451100812504,-106.56834502078982,0,5,,,nan,Thursday,Spring,,,,
GVData,2021-03-11,Ohkay Owingeh (Chamita),NM,Mountain,36.071260015513396,-106.10375004173432,1,3,,,nan,Thursday,Spring,,,,
STData,1982-03-19,Las Vegas,NV,Mountain,36.18931923,-115.3264875,1,2,17.0,High School,Yes,Friday,Spring,Male,White,0.0,1.0
VPData,1999-06-03,Las Vegas,NV,Mountain,36.115791013518255,-115.13583602157229,4,1,23.0,20s,Yes,Thursday,Summer,Male,White,0.0,0.0
STData,2007-12-11,Las Vegas,NV,Mountain,36.18931923,-115.3264875,0,6,18.0,High School,No,Tuesday,Winter,Male,Black,1.0,0.0
VPData,2011-09-06,Carson City,NV,Mountain,39.131470569004996,-119.7694532665282,5,7,32.0,30s,Yes,Tuesday,Fall,Male,Other,1.0,0.0
STData,2013-10-21,Sparks,NV,Mountain,39.54058388,-119.748291,2,2,12.0,Middle School,Unknown,Monday,Fall,Male,Other,1.0,1.0
GVData,2014-02-15,Las Vegas,NV,Mountain,36.14416002582021,-115.13702993986055,0,5,,,nan,Saturday,Winter,,,,
STData,2014-06-08,Las Vegas,NV,Mountain,36.18931923,-115.3264875,5,0,999.0,Multiple Shooters,No,Sunday,Summer,,White,1.0,0.0
GVData,2014-07-20,Las Vegas,NV,Mountain,36.22130844211225,-115.21572051143248,1,3,,,nan,Sunday,Summer,,,,
GVData,2014-08-17,Las Vegas,NV,Mountain,36.188310024416225,-115.15186993179465,0,4,,,nan,Sunday,Summer,,,,
GVData,2014-11-18,North Las Vegas,NV,Mountain,36.221400263835285,-115.14768036288643,0,4,,,nan,Tuesday,Fall,,,,
GVData,2015-09-05,Las Vegas,NV,Mountain,36.100818351776866,-114.993863285742,1,3,,,nan,Saturday,Fall,,,,
GVData,2016-04-23,Las Vegas,NV,Mountain,36.15340586298096,-115.0263355453636,1,3,,,nan,Saturday,Spring,,,,
STData,2016-05-29,Las Vegas,NV,Mountain,36.169940999999994,-115.13983,0,4,999.0,Multiple Shooters,Unknown,Sunday,Spring,Male,Black,0.0,0.0
GVData,2016-06-29,Las Vegas,NV,Mountain,36.1959073449353,-115.225929246003,5,0,,,nan,Wednesday,Summer,,,,
VPData,2017-10-01,Las Vegas ,NV,Mountain,36.09214998134047,-115.17665002270444,59,887,64.0,Older than 60,Yes,Sunday,Fall,Male,White,1.0,0.0
